Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
groente_fruit,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,salade_kaas,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,diepvries,diepvries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,toetjes_boter,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,wijn,nootjes_zoutjes_chips,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,broodafdeling,frisdrank_wasmiddel_huishouden,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,broodafdeling,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,groente_fruit,toetjes_boter,houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,koek_koffie,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,salade_kaas,frisdrank_wasmiddel_huishouden,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melk_zuivel,houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,diepvries,broodafdeling,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,diepvries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,diepvries,broodafdeling,broodafdeling,cereals_broodbeleg,bier,reinigers_bleek_dierenvoeding,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,sappen,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,broodafdeling,cosmetica_papierwaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,nootjes_zoutjes_chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,diepvries,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,cereals_broodbeleg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,salade_kaas,salade_kaas,salade_kaas,gesnedenGroenten_maaltijden_sappen,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gesnedenGroenten_maaltijden_sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reinigers_bleek_dierenvoeding,frisdrank_wasmiddel_huishouden,koek_koffie,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salade_kaas,diepvries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wijn,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,frisdrank_wasmiddel_huishouden,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,wijn,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nootjes_zoutjes_chips,frisdrank_wasmiddel_huishouden,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melk_zuivel,houdbareZuivel_suiker_koffiemelk_thee,sappen,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,salade_kaas,broodafdeling,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,frisdrank_wasmiddel_huishouden,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,salade_kaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salade_kaas,broodafdeling,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sappen,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cosmetica_papierwaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,salade_kaas,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,toetjes_boter,broodafdeling,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diepvries,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gesnedenGroenten_maaltijden_sappen,gesnedenGroenten_maaltijden_sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,frisdrank_wasmiddel_huishouden,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,gesnedenGroenten_maaltijden_sappen,broodafdeling,bier,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,toetjes_boter,diepvries,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,sappen,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,nootjes_zoutjes_chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toetjes_boter,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,silvo_sausen_azijn_olie_ei,toetjes_boter,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,nootjes_zoutjes_chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,verse_broodjes,frisdrank_wasmiddel_huishouden,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,diepvries,broodafdeling,verse_broodjes,houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,nootjes_zoutjes_chips,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,salade_kaas,speciaalBier,toetjes_boter,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,broodafdeling,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,verse_broodjes,houdbareZuivel_suiker_koffiemelk_thee,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,diepvries,broodafdeling,verse_broodjes,frisdrank_wasmiddel_huishouden,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,
gesnedenGroenten_maaltijden_sappen,melk_zuivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,verse_broodjes,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaas_en_tapas,broodafdeling,bier,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,verse_broodjes,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melk_zuivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,koek_koffie,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diepvries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reinigers_bleek_dierenvoeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,salade_kaas,verse_broodjes,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,
gesnedenGroenten_maaltijden_sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,vega_vis_halal_vleeswaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melk_zuivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,diepvries,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,salade_kaas,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,salade_kaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,groente_fruit,groente_fruit,salade_kaas,reinigers_bleek_dierenvoeding,houdbareZuivel_suiker_koffiemelk_thee,sappen,bier,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,gesnedenGroenten_maaltijden_sappen,houdbareZuivel_suiker_koffiemelk_thee,wijn,cosmetica_papierwaren,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,broodafdeling,broodafdeling,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,groente_fruit,silvo_sausen_azijn_olie_ei,toetjes_boter,wijn,,,,,,,,,,,,,,,,,,,,,,,,,
salade_kaas,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,diepvries,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,melk_zuivel,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reinigers_bleek_dierenvoeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diepvries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,diepvries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melk_zuivel,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nootjes_zoutjes_chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cosmetica_papierwaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,diepvries,broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gesnedenGroenten_maaltijden_sappen,bier,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,frisdrank_wasmiddel_huishouden,cosmetica_papierwaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,bier,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,nootjes_zoutjes_chips,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,toetjes_boter,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,sappen,reinigers_bleek_dierenvoeding,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,broodafdeling,toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,salade_kaas,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,melk_zuivel,salade_kaas,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,vega_vis_halal_vleeswaren,toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diepvries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,diepvries,verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,melk_zuivel,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,toetjes_boter,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,sappen,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,melk_zuivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,toetjes_boter,broodafdeling,frisdrank_wasmiddel_huishouden,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
